file	bucket	rationale	imports
cli/cmd/ao/filelock.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	errors
cli/cmd/ao/filelock_unix.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	errors,os,syscall
cli/cmd/ao/filelock_windows.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	os,syscall,unsafe
cli/cmd/ao/finding_compiler_adapter.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	context,errors,fmt,internal/ports,sort,strings
cli/cmd/ao/finding_compiler_adapter_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	context,errors,internal/ports,strings,testing
cli/cmd/ao/findings.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/config,internal/search,os,os/...,path/...,sort,strings,time
cli/cmd/ao/findings_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,os,path/...,strconv,strings,testing
cli/cmd/ao/flag_matrix_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	encoding/...,os,os/...,path/...,runtime,strings,testing
cli/cmd/ao/flag_suggest.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	fmt,github.com/...,io,os,strings
cli/cmd/ao/flag_suggest_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	bytes,errors,strings,testing
cli/cmd/ao/flywheel_citation_feedback.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,encoding/...,fmt,internal/liveness,internal/ratchet,internal/resolver,internal/types,os,path/...,strings,time
cli/cmd/ao/flywheel_citation_feedback_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/ratchet,internal/types,os,path/...,strings,testing,time
cli/cmd/ao/flywheel_close_loop.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,encoding/...,fmt,github.com/...,internal/lifecycle,internal/pool,internal/ratchet,internal/types,os,os/...,path/...,sort,strings,time
cli/cmd/ao/flywheel_close_loop_stability_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,sort,strings,testing
cli/cmd/ao/flywheel_close_loop_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,internal/types,math,os,path/...,strings,testing,time
cli/cmd/ao/flywheel_dedup_contract_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	crypto/...,encoding/...,internal/harvest,internal/pool,internal/types,os,path/...,strings,testing
cli/cmd/ao/flywheel_e2e_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/harvest,internal/pool,internal/types,os,path/...,strings,testing,time
cli/cmd/ao/flywheel_fix_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/ratchet,internal/types,math,os,path/...,strings,testing
cli/cmd/ao/flywheel_gate.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,gopkg.in/...,internal/types,io,os,path/...,runtime,strings
cli/cmd/ao/flywheel_gate_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,github.com/...,internal/ratchet,internal/types,os,path/...,strings,testing,time
cli/cmd/ao/flywheel_promoted_body_dedupe_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing,time
cli/cmd/ao/forge.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	crypto/...,encoding/...,errors,fmt,github.com/...,internal/config,internal/forge,internal/formatter,internal/llm,internal/parser,internal/search,internal/storage,internal/types,internal/wiki,io,os,path/...,regexp,strings,time
cli/cmd/ao/forge_curator_id.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	crypto/...,encoding/...,fmt,os,strings,time
cli/cmd/ao/forge_helpers_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,errors,fmt,internal/formatter,internal/parser,internal/storage,internal/types,io,os,path/...,strings,testing,time,unicode/...
cli/cmd/ao/forge_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,strings,testing
cli/cmd/ao/forge_pending.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,internal/storage,os,path/...,strings,time
cli/cmd/ao/forge_pending_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/storage,os,path/...,strings,testing,time
cli/cmd/ao/forge_review_eval_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/llm,io,net/...,os,path/...,strings,testing
cli/cmd/ao/forge_session_type_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	testing
cli/cmd/ao/forge_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,internal/parser,internal/storage,internal/types,io,os,path/...,strings,testing,time
cli/cmd/ao/forge_tier1_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,io,net/...,os,path/...,strings,testing
cli/cmd/ao/fuzz_context_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	strings,testing
cli/cmd/ao/fuzz_jsonl_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	os,path/...,testing
cli/cmd/ao/gate.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,gopkg.in/...,internal/pool,os,text/...,time
cli/cmd/ao/gate_cmd.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,encoding/...,errors,fmt,github.com/...,internal/ports,io,os
cli/cmd/ao/gate_cmd_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,errors,internal/ports,strings,testing
cli/cmd/ao/gate_runner_adapter.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,fmt,internal/ports,os/...,path/...,strings
cli/cmd/ao/gate_runner_adapter_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,errors,internal/ports,os,path/...,strings,testing
cli/cmd/ao/gate_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/pool,internal/types,os,path/...,strings,testing,time
cli/cmd/ao/goals.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,os
cli/cmd/ao/goals_add.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,github.com/...,internal/goals,time
cli/cmd/ao/goals_drift.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/goals,time
cli/cmd/ao/goals_export.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/goals,time
cli/cmd/ao/goals_history.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/goals
cli/cmd/ao/goals_init.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	embedded,github.com/...,internal/goals,io,os
cli/cmd/ao/goals_init_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/goals,os,path/...,strings,testing
cli/cmd/ao/goals_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,os/...,path/...,strings,testing
cli/cmd/ao/goals_measure.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,fmt,github.com/...,internal/goals,time
cli/cmd/ao/goals_measure_feedback_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,internal/verdictledger,os,path/...,strings,testing
cli/cmd/ao/goals_measure_scenarios.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,internal/feedbackcompiler,internal/goals,internal/goalsfitness,internal/verdictledger,io,os,time
cli/cmd/ao/goals_measure_scenarios_gaps_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,strings,testing
cli/cmd/ao/goals_measure_scenarios_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing
cli/cmd/ao/goals_measure_verdict_ledger_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,internal/verdictledger,os,path/...,testing
cli/cmd/ao/goals_meta.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/goals,time
cli/cmd/ao/goals_migrate.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/goals
cli/cmd/ao/goals_migrate_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/goals,testing
cli/cmd/ao/goals_prune.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/goals
cli/cmd/ao/goals_prune_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/goals,os,path/...,testing
cli/cmd/ao/goals_render.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/goals,os,path/...,strings
cli/cmd/ao/goals_render_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,github.com/...,os,path/...,strings,testing
cli/cmd/ao/goals_scenarios.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,github.com/...,internal/goals
cli/cmd/ao/goals_scenarios_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,strings,testing
cli/cmd/ao/goals_steer.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,github.com/...,internal/goals,strconv
cli/cmd/ao/goals_steer_auto.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,encoding/...,fmt,github.com/...,internal/goals,internal/resteer,internal/verdictledger,io,os,strings,time
cli/cmd/ao/goals_steer_auto_gap_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,internal/verdictledger,os,path/...,strings,testing
cli/cmd/ao/goals_steer_auto_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,internal/verdictledger,os,path/...,strings,testing,time
cli/cmd/ao/goals_steer_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/goals,os,path/...,strings,testing
cli/cmd/ao/goals_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,testing
cli/cmd/ao/goals_trace.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/goalstrace,os,sort,strings
cli/cmd/ao/goals_trace_orphans.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/goalstrace,sort
cli/cmd/ao/goals_trace_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,encoding/...,github.com/...,internal/goalstrace,path/...,strings,testing
cli/cmd/ao/goals_validate.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	github.com/...,internal/goals,os
cli/cmd/ao/goals_validate_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing
cli/cmd/ao/golden_output_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	bytes,encoding/...,flag,github.com/...,internal/ratchet,os,path/...,runtime,testing,time
cli/cmd/ao/group_json.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	encoding/...,github.com/...,sort
cli/cmd/ao/group_json_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	encoding/...,strings,testing
cli/cmd/ao/handoff.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,os,os/...,path/...,strings,time
cli/cmd/ao/handoff_bridge.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,os,path/...,time
cli/cmd/ao/handoff_bridge_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,strings,testing
cli/cmd/ao/handoff_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing
cli/cmd/ao/harness_adapter.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	context,crypto/...,encoding/...,fmt,internal/ports,os,path/...,sort
cli/cmd/ao/harness_adapter_test.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	context,errors,internal/ports,os,path/...,testing
cli/cmd/ao/harness_cmd.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	context,encoding/...,fmt,github.com/...,internal/ports,io,os
cli/cmd/ao/harness_cmd_test.go	RELOCATE	outer orchestration, runtime supervision, or fleet/adapter control; move toward MTO or vendor-image adapter boundary	bytes,context,errors,internal/ports,strings,testing
cli/cmd/ao/harvest.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,errors,fmt,github.com/...,internal/harvest,internal/lockfile,internal/wiki,os,path/...,strconv,strings,time
cli/cmd/ao/harvest_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/harvest,io,os,path/...,strconv,strings,testing,time
cli/cmd/ao/harvest_volume_gate_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	io,os,path/...,strconv,strings,testing
cli/cmd/ao/helpers2_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	encoding/...,github.com/...,internal/pool,internal/types,os,path/...,strings,testing,time
cli/cmd/ao/helpers3_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	bytes,encoding/...,internal/ratchet,internal/types,os,path/...,strings,testing,time
cli/cmd/ao/helpers_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	encoding/...,internal/search,internal/types,os,path/...,reflect,strings,testing,time
cli/cmd/ao/hypothesis_ledger_adapter.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	bufio,context,encoding/...,errors,fmt,internal/ports,os,sync
cli/cmd/ao/hypothesis_ledger_adapter_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	context,errors,internal/ports,os,path/...,strings,testing
cli/cmd/ao/index.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,cmp,encoding/...,fmt,github.com/...,gopkg.in/...,internal/wiki,os,path/...,regexp,slices,sort,strings,time
cli/cmd/ao/index_helpers_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	testing
cli/cmd/ao/index_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,strings,testing,time
cli/cmd/ao/init.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,fmt,github.com/...,internal/lifecycle,internal/storage,os,os/...,path/...,strings
cli/cmd/ao/init_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,os/...,path/...,strings,testing
cli/cmd/ao/inject.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,github.com/...,internal/config,internal/ratchet,internal/search,internal/types,internal/wiki,os,path/...,strings,time
cli/cmd/ao/inject_bead.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/search,strings
cli/cmd/ao/inject_bead_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,testing
cli/cmd/ao/inject_canon_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,testing
cli/cmd/ao/inject_context.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,gopkg.in/...,os,path/...,sort,strings
cli/cmd/ao/inject_context_paths.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	crypto/...,encoding/...,fmt,io,os,path/...,time
cli/cmd/ao/inject_context_paths_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	errors,os,path/...,strings,testing,time
cli/cmd/ao/inject_context_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,testing,time
cli/cmd/ao/inject_decay_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/types,math,os,path/...,testing,time
cli/cmd/ao/inject_findings.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	cmp,internal/search,internal/types,os,path/...,slices,strings,time
cli/cmd/ao/inject_findings_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,testing,time
cli/cmd/ao/inject_helpers_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing,time
cli/cmd/ao/inject_index.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,strings,time
cli/cmd/ao/inject_index_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,strings,testing,time
cli/cmd/ao/inject_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	path/...,strings,testing
cli/cmd/ao/inject_learnings.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	cmp,encoding/...,fmt,internal/resolver,internal/search,internal/types,math,os,path/...,slices,strconv,strings,time
cli/cmd/ao/inject_learnings_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/types,math,os,path/...,strings,testing,time
cli/cmd/ao/inject_lookup_integration_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/search,os,path/...,strings,testing,time
cli/cmd/ao/inject_patterns.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	cmp,internal/search,internal/types,os,path/...,slices,strings,time
cli/cmd/ao/inject_patterns_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,testing
cli/cmd/ao/inject_predecessor.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,internal/search,os,strings,time
cli/cmd/ao/inject_predecessor_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,strings,testing
cli/cmd/ao/inject_quality_gate.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/search
cli/cmd/ao/inject_quality_gate_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,testing,time
cli/cmd/ao/inject_quarantine_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,testing
cli/cmd/ao/inject_scoring.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	crypto/...,fmt,internal/search,os,path/...,regexp,strings
cli/cmd/ao/inject_scoring_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/search,os,path/...,testing
cli/cmd/ao/inject_session_type.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	strings
cli/cmd/ao/inject_session_type_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,strings,testing
cli/cmd/ao/inject_sessions.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/search,os,path/...,strings
cli/cmd/ao/inject_sessions_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,testing
cli/cmd/ao/inject_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,internal/types,math,os,path/...,strings,testing,time
cli/cmd/ao/inject_utility_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/search,sort,testing
cli/cmd/ao/integration_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	encoding/...,internal/ratchet,internal/storage,os,path/...,testing,time
cli/cmd/ao/json_validity_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	bytes,encoding/...,internal/goals,internal/pool,internal/ratchet,internal/types,os,path/...,testing,time
cli/cmd/ao/kill_unix.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	errors,syscall
cli/cmd/ao/kill_windows.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	os,syscall
cli/cmd/ao/knowledge.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,encoding/...,fmt,github.com/...,internal/knowledge,os,os/...,path/...,strings,time
cli/cmd/ao/knowledge_context.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,sort,strings
cli/cmd/ao/knowledge_context_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	path/...,reflect,testing
cli/cmd/ao/knowledge_files.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	io/...,os,path/...,slices,strings
cli/cmd/ao/knowledge_files_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	os,path/...,reflect,testing
cli/cmd/ao/knowledge_harvest_native.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,os,path/...,sort,strings
cli/cmd/ao/knowledge_loop_capture_e2e_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	internal/pool,internal/ratchet,internal/types,os,path/...,testing,time
cli/cmd/ao/knowledge_loop_e2e_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/ratchet,internal/storage,internal/types,os,path/...,strings,testing,time
cli/cmd/ao/knowledge_native.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,internal/knowledge,os,path/...,sort,strings,time
cli/cmd/ao/knowledge_native_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	path/...,strings,testing,time
cli/cmd/ao/knowledge_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,os/...,path/...,strings,testing
cli/cmd/ao/live_status.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	cmp,fmt,os,strings,time
cli/cmd/ao/live_status_test.go	KEEP	test coverage follows the command surface under review; keep while the source file remains	os,path/...,strings,testing,time
cli/cmd/ao/llmwiki_adapter.go	RESEARCH	unclear ownership from filename/import shape; inspect before cut, relocate, or archive	fmt,internal/harvest
cli/cmd/ao/lookup.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt,github.com/...,internal/config,internal/ratchet,internal/types,os,path/...,strings,time
cli/cmd/ao/lookup_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,internal/config,os,path/...,strings,testing
cli/cmd/ao/loop.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,encoding/...,fmt,github.com/...,internal/ports,io,os,path/...
cli/cmd/ao/loop_append.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,encoding/...,errors,fmt,github.com/...,internal/ports,io,os,path/...
cli/cmd/ao/loop_append_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,errors,internal/ports,os,path/...,strings,testing
cli/cmd/ao/loop_blocked.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bufio,encoding/...,errors,fmt,github.com/...,internal/evolve,io,os,path/...,strings,time
cli/cmd/ao/loop_blocked_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,os,path/...,strings,testing,time
cli/cmd/ao/loop_converged.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,encoding/...,fmt,github.com/...,internal/ports,io,os
cli/cmd/ao/loop_converged_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,strings,testing
cli/cmd/ao/loop_hypothesis.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	context,encoding/...,errors,fmt,github.com/...,internal/ports,io,os,path/...
cli/cmd/ao/loop_hypothesis_test.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	bytes,context,internal/ports,path/...,strings,testing
cli/cmd/ao/loop_mode.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	fmt
cli/cmd/ao/loop_next_work.go	KEEP	self-contained AO image surface: loop, mind, local Themis, local flywheel, corpus, or operator ergonomics	encoding/...,fmt,github.com/...,internal/evolve,io,os,path/...,time
